% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
393	2	4	78	0	20	161	0	1	1
393	2	8	71	0	20	161	0	1	1
394	1	5	20	0	20	161	0	1	0
394	1	15	12	0	20	161	0	1	0
394	2	1	87	0	20	161	0	1	1
394	2	12	82	0	20	161	0	1	1
395	1	7	29	0	20	161	0	1	0
395	1	9	39	0	20	161	0	1	0
395	2	13	94	0	20	161	0	1	1
395	2	6	91	0	20	161	0	1	1
396	1	2	50	0	20	161	0	1	0
396	1	11	58	0	20	161	0	1	0
396	2	14	1	0	20	161	0	1	1
396	2	3	96	0	20	161	0	1	1
397	1	10	63	0	20	161	0	1	0
397	1	8	71	0	20	161	0	1	0
397	2	15	12	0	20	161	0	1	1
397	2	5	20	0	20	161	0	1	1
398	1	12	82	0	20	161	0	1	0
398	1	4	78	0	20	161	0	1	0
398	2	7	29	0	20	161	0	1	1
398	2	9	39	0	20	161	0	1	1
399	1	6	91	0	20	161	0	1	0
399	1	1	87	0	20	161	0	1	0
399	2	11	58	0	20	161	0	1	1
399	2	2	50	0	20	161	0	1	1
400	1	3	96	0	20	161	0	1	0
400	1	13	94	0	20	161	0	1	0
400	2	10	63	0	20	161	0	1	1
400	2	8	71	0	20	161	0	1	1
401	1	15	12	0	20	161	0	1	0
401	1	14	1	0	20	161	0	1	0
401	2	12	82	0	20	161	0	1	1
401	2	4	78	0	20	161	0	1	1
402	1	7	29	0	20	161	0	1	0
402	1	5	20	0	20	161	0	1	0
402	2	1	87	0	20	161	0	1	1
402	2	6	91	0	20	161	0	1	1
403	1	2	50	0	20	161	0	1	0
403	1	9	39	0	20	161	0	1	0
403	2	3	96	0	20	161	0	1	1
403	2	13	94	0	20	161	0	1	1
404	1	10	63	0	20	161	0	1	0
404	1	11	58	0	20	161	0	1	0
404	2	14	1	0	20	161	0	1	1
404	2	15	12	0	20	161	0	1	1
405	1	8	71	0	20	161	0	1	0
405	1	4	78	0	20	161	0	1	0
405	2	7	29	0	20	161	0	1	1
405	2	5	20	0	20	161	0	1	1
406	1	1	87	0	20	161	0	1	0
406	1	12	82	0	20	161	0	1	0
406	2	9	39	0	20	161	0	1	1
406	2	2	50	0	20	161	0	1	1
407	1	6	91	0	20	161	0	1	0
407	1	13	94	0	20	161	0	1	0
407	2	11	58	0	20	161	0	1	1
407	2	10	63	0	20	161	0	1	1
408	1	3	96	0	20	161	0	1	0
408	1	14	1	0	20	161	0	1	0
408	2	4	78	0	20	161	0	1	1
408	2	8	71	0	20	161	0	1	1
409	1	5	20	0	20	161	0	1	0
409	1	15	12	0	20	161	0	1	0
409	2	1	87	0	20	161	0	1	1
409	2	12	82	0	20	161	0	1	1
410	1	7	29	0	20	161	0	1	0
410	1	9	39	0	20	161	0	1	0
410	2	13	94	0	20	161	0	1	1
410	2	6	91	0	20	161	0	1	1
411	1	2	50	0	20	161	0	1	0
411	1	11	58	0	20	161	0	1	0
411	2	14	1	0	20	161	0	1	1
411	2	3	96	0	20	161	0	1	1
412	1	10	63	0	20	161	0	1	0
412	1	8	71	0	20	161	0	1	0
412	2	15	12	0	20	161	0	1	1
412	2	5	20	0	20	161	0	1	1
413	1	12	82	0	20	161	0	1	0
413	1	4	78	0	20	161	0	1	0
413	2	7	29	0	20	161	0	1	1
413	2	9	39	0	20	161	0	1	1
414	1	6	91	0	20	161	0	1	0
414	1	1	87	0	20	161	0	1	0
414	2	11	58	0	20	161	0	1	1
414	2	2	50	0	20	161	0	1	1
415	1	3	96	0	20	161	0	1	0
415	1	13	94	0	20	161	0	1	0
415	2	10	63	0	20	161	0	1	1
415	2	8	71	0	20	161	0	1	1
416	1	15	12	0	20	161	0	1	0
416	1	14	1	0	20	161	0	1	0
416	2	12	82	0	20	161	0	1	1
416	2	4	78	0	20	161	0	1	1
417	1	7	29	0	20	161	0	1	0
417	1	5	20	0	20	161	0	1	0
417	2	1	87	0	20	161	0	1	1
417	2	6	91	0	20	161	0	1	1
418	1	2	50	0	20	161	0	1	0
418	1	9	39	0	20	161	0	1	0
418	2	3	96	0	20	161	0	1	1
418	2	13	94	0	20	161	0	1	1
419	1	10	63	0	20	161	0	1	0
419	1	11	58	0	20	161	0	1	0
419	2	14	1	0	20	161	0	1	1
419	2	15	12	0	20	161	0	1	1
420	1	8	71	0	20	161	0	1	0
420	1	4	78	0	20	161	0	1	0
420	2	7	29	0	20	161	0	1	1
420	2	5	20	0	20	161	0	1	1
421	1	1	87	0	20	161	0	1	0
421	1	12	82	0	20	161	0	1	0
421	2	9	39	0	20	161	0	1	1
421	2	2	50	0	20	161	0	1	1
422	1	6	91	0	20	161	0	1	0
422	1	13	94	0	20	161	0	1	0
422	2	11	58	0	20	161	0	1	1
422	2	10	63	0	20	161	0	1	1
423	1	3	96	0	20	161	0	1	0
423	1	14	1	0	20	161	0	1	0
423	2	4	78	0	20	161	0	1	1
423	2	8	71	0	20	161	0	1	1
424	1	5	20	0	20	161	0	1	0
424	1	15	12	0	20	161	0	1	0
424	2	1	87	0	20	161	0	1	1
424	2	12	82	0	20	161	0	1	1
425	1	7	29	0	20	161	0	1	0
425	1	9	39	0	20	161	0	1	0
425	2	13	94	0	20	161	0	1	1
425	2	6	91	0	20	161	0	1	1
426	1	2	50	0	20	161	0	1	0
426	1	11	58	0	20	161	0	1	0
426	2	14	1	0	20	161	0	1	1
426	2	3	96	0	20	161	0	1	1
427	1	10	63	0	20	161	0	1	0
427	1	8	71	0	20	161	0	1	0
427	2	15	12	0	20	161	0	1	1
427	2	5	20	0	20	161	0	1	1
428	1	12	82	0	20	161	0	1	0
428	1	4	78	0	20	161	0	1	0
428	2	7	29	0	20	161	0	1	1
428	2	9	39	0	20	161	0	1	1
429	1	6	91	0	20	161	0	1	0
429	1	1	87	0	20	161	0	1	0
429	2	11	58	0	20	161	0	1	1
429	2	2	50	0	20	161	0	1	1
430	1	3	96	0	20	161	0	1	0
430	1	13	94	0	20	161	0	1	0
430	2	10	63	0	20	161	0	1	1
430	2	8	71	0	20	161	0	1	1
431	1	15	12	0	20	161	0	1	0
431	1	14	1	0	20	161	0	1	0
431	2	12	82	0	20	161	0	1	1
431	2	4	78	0	20	161	0	1	1
432	1	7	29	0	20	161	0	1	0
432	1	5	20	0	20	161	0	1	0
432	2	1	87	0	20	161	0	1	1
432	2	6	91	0	20	161	0	1	1
433	1	2	50	0	20	161	0	1	0
433	1	9	39	0	20	161	0	1	0
433	2	3	96	0	20	161	0	1	1
433	2	13	94	0	20	161	0	1	1
434	1	10	63	0	20	161	0	1	0
434	1	11	58	0	20	161	0	1	0
434	2	14	1	0	20	161	0	1	1
434	2	15	12	0	20	161	0	1	1
435	1	8	71	0	20	161	0	1	0
435	1	4	78	0	20	161	0	1	0
435	2	7	29	0	20	161	0	1	1
435	2	5	20	0	20	161	0	1	1
436	1	1	87	0	20	161	0	1	0
436	1	12	82	0	20	161	0	1	0
436	2	9	39	0	20	161	0	1	1
436	2	2	50	0	20	161	0	1	1
437	1	6	91	0	20	161	0	1	0
437	1	13	94	0	20	161	0	1	0
437	2	11	58	0	20	161	0	1	1
437	2	10	63	0	20	161	0	1	1
438	1	3	96	0	20	161	0	1	0
438	1	14	1	0	20	161	0	1	0
438	2	4	78	0	20	161	0	1	1
438	2	8	71	0	20	161	0	1	1
439	1	5	20	0	20	161	0	1	0
439	1	15	12	0	20	161	0	1	0
439	2	1	87	0	20	161	0	1	1
439	2	12	82	0	20	161	0	1	1
440	1	7	29	0	20	161	0	1	0
440	1	9	39	0	20	161	0	1	0
440	2	13	94	0	20	161	0	1	1
440	2	6	91	0	20	161	0	1	1
441	1	2	50	0	20	161	0	1	0
441	1	11	58	0	20	161	0	1	0
441	2	14	1	0	20	161	0	1	1
441	2	3	96	0	20	161	0	1	1
442	1	10	63	0	20	161	0	1	0
442	1	8	71	0	20	161	0	1	0
442	2	15	12	0	20	161	0	1	1
442	2	5	20	0	20	161	0	1	1
443	1	12	82	0	20	161	0	1	0
443	1	4	78	0	20	161	0	1	0
443	2	7	29	0	20	161	0	1	1
443	2	9	39	0	20	161	0	1	1
444	1	6	91	0	20	161	0	1	0
444	1	1	87	0	20	161	0	1	0
444	2	11	58	0	20	161	0	1	1
444	2	2	50	0	20	161	0	1	1
445	1	3	96	0	20	161	0	1	0
445	1	13	94	0	20	161	0	1	0
445	2	10	63	0	20	161	0	1	1
445	2	8	71	0	20	161	0	1	1
446	1	15	12	0	20	161	0	1	0
446	1	14	1	0	20	161	0	1	0
446	2	12	82	0	20	161	0	1	1
446	2	4	78	0	20	161	0	1	1
447	1	7	29	0	20	161	0	1	0
447	1	5	20	0	20	161	0	1	0
447	2	1	87	0	20	161	0	1	1
447	2	6	91	0	20	161	0	1	1
448	1	2	50	0	20	161	0	1	0
448	1	9	39	0	20	161	0	1	0
448	2	3	96	0	20	161	0	1	1
448	2	13	94	0	20	161	0	1	1
449	1	10	63	0	20	161	0	1	0
449	1	11	58	0	20	161	0	1	0
449	2	14	1	0	20	161	0	1	1
449	2	15	12	0	20	161	0	1	1
450	1	8	71	0	20	161	0	1	0
450	1	4	78	0	20	161	0	1	0
450	2	7	29	0	20	161	0	1	1
450	2	5	20	0	20	161	0	1	1
451	1	1	87	0	20	161	0	1	0
451	1	12	82	0	20	161	0	1	0
451	2	9	39	0	20	161	0	1	1
451	2	2	50	0	20	161	0	1	1
452	1	6	91	0	20	161	0	1	0
452	1	13	94	0	20	161	0	1	0
452	2	11	58	0	20	161	0	1	1
452	2	10	63	0	20	161	0	1	1
453	1	3	96	0	20	161	0	1	0
453	1	14	1	0	20	161	0	1	0
453	2	4	78	0	20	161	0	1	1
453	2	8	71	0	20	161	0	1	1
454	1	5	20	0	20	161	0	1	0
454	1	15	12	0	20	161	0	1	0
454	2	1	87	0	20	161	0	1	1
454	2	12	82	0	20	161	0	1	1
455	1	7	29	0	20	161	0	1	0
455	1	9	39	0	20	161	0	1	0
455	2	13	94	0	20	161	0	1	1
455	2	6	91	0	20	161	0	1	1
456	1	2	50	0	20	161	0	1	0
456	1	11	58	0	20	161	0	1	0
456	2	14	1	0	20	161	0	1	1
456	2	3	96	0	20	161	0	1	1
457	1	10	63	0	20	161	0	1	0
457	1	8	71	0	20	161	0	1	0
457	2	15	12	0	20	161	0	1	1
457	2	5	20	0	20	161	0	1	1
458	1	12	82	0	20	161	0	1	0
458	1	4	78	0	20	161	0	1	0
458	2	7	29	0	20	161	0	1	1
458	2	9	39	0	20	161	0	1	1
459	1	6	91	0	20	161	0	1	0
459	1	1	87	0	20	161	0	1	0
459	2	11	58	0	20	161	0	1	1
459	2	2	50	0	20	161	0	1	1
460	1	3	96	0	20	161	0	1	0
460	1	13	94	0	20	161	0	1	0
460	2	10	63	0	20	161	0	1	1
460	2	8	71	0	20	161	0	1	1
461	1	15	12	0	20	161	0	1	0
461	1	14	1	0	20	161	0	1	0
461	2	12	82	0	20	161	0	1	1
461	2	4	78	0	20	161	0	1	1
462	1	7	29	0	20	161	0	1	0
462	1	5	20	0	20	161	0	1	0
462	2	1	87	0	20	161	0	1	1
462	2	6	91	0	20	161	0	1	1
463	1	2	50	0	20	161	0	1	0
463	1	9	39	0	20	161	0	1	0
463	2	3	96	0	20	161	0	1	1
463	2	13	94	0	20	161	0	1	1
464	1	10	63	0	20	161	0	1	0
464	1	11	58	0	20	161	0	1	0
464	2	14	1	0	20	161	0	1	1
464	2	15	12	0	20	161	0	1	1
465	1	8	71	0	20	161	0	1	0
465	1	4	78	0	20	161	0	1	0
465	2	7	29	0	20	161	0	1	1
465	2	5	20	0	20	161	0	1	1
466	1	1	87	0	20	161	0	1	0
466	1	12	82	0	20	161	0	1	0
466	2	9	39	0	20	161	0	1	1
466	2	2	50	0	20	161	0	1	1
467	1	6	91	0	20	161	0	1	0
467	1	13	94	0	20	161	0	1	0
467	2	11	58	0	20	161	0	1	1
467	2	10	63	0	20	161	0	1	1
468	1	3	96	0	20	161	0	1	0
468	1	14	1	0	20	161	0	1	0
468	2	4	78	0	20	161	0	1	1
468	2	8	71	0	20	161	0	1	1
469	1	5	20	0	20	161	0	1	0
469	1	15	12	0	20	161	0	1	0
469	2	1	87	0	20	161	0	1	1
469	2	12	82	0	20	161	0	1	1
470	1	7	29	0	20	161	0	1	0
470	1	9	39	0	20	161	0	1	0
470	2	13	94	0	20	161	0	1	1
470	2	6	91	0	20	161	0	1	1
471	1	2	50	0	20	161	0	1	0
471	1	11	58	0	20	161	0	1	0
471	2	14	1	0	20	161	0	1	1
471	2	3	96	0	20	161	0	1	1
472	1	10	63	0	20	161	0	1	0
472	1	8	71	0	20	161	0	1	0
472	2	15	12	0	20	161	0	1	1
472	2	5	20	0	20	161	0	1	1
473	1	12	82	0	20	161	0	1	0
473	1	4	78	0	20	161	0	1	0
473	2	7	29	0	20	161	0	1	1
473	2	9	39	0	20	161	0	1	1
474	1	6	91	0	20	161	0	1	0
474	1	1	87	0	20	161	0	1	0
474	2	11	58	0	20	161	0	1	1
474	2	2	50	0	20	161	0	1	1
475	1	3	96	0	20	161	0	1	0
475	1	13	94	0	20	161	0	1	0
475	2	10	63	0	20	161	0	1	1
475	2	8	71	0	20	161	0	1	1
476	1	15	12	0	20	161	0	1	0
476	1	14	1	0	20	161	0	1	0
476	2	12	82	0	20	161	0	1	1
476	2	4	78	0	20	161	0	1	1
477	1	7	29	0	20	161	0	1	0
477	1	5	20	0	20	161	0	1	0
477	2	1	87	0	20	161	0	1	1
477	2	6	91	0	20	161	0	1	1
478	1	2	50	0	20	161	0	1	0
478	1	9	39	0	20	161	0	1	0
478	2	3	96	0	20	161	0	1	1
478	2	13	94	0	20	161	0	1	1
479	1	10	63	0	20	161	0	1	0
479	1	11	58	0	20	161	0	1	0
479	2	14	1	0	20	161	0	1	1
479	2	15	12	0	20	161	0	1	1
480	1	8	71	0	20	161	0	1	0
480	1	4	78	0	20	161	0	1	0
480	2	7	29	0	20	161	0	1	1
480	2	5	20	0	20	161	0	1	1
481	1	1	87	0	20	161	0	1	0
481	1	12	82	0	20	161	0	1	0
481	2	9	39	0	20	161	0	1	1
481	2	2	50	0	20	161	0	1	1
482	1	6	91	0	20	161	0	1	0
482	1	13	94	0	20	161	0	1	0
482	2	11	58	0	20	161	0	1	1
482	2	10	63	0	20	161	0	1	1
483	1	3	96	0	20	161	0	1	0
483	1	14	1	0	20	161	0	1	0
483	2	4	78	0	20	161	0	1	1
483	2	8	71	0	20	161	0	1	1
484	1	5	20	0	20	161	0	1	0
484	1	15	12	0	20	161	0	1	0
484	2	1	87	0	20	161	0	1	1
484	2	12	82	0	20	161	0	1	1
485	1	7	29	0	20	161	0	1	0
485	1	9	39	0	20	161	0	1	0
485	2	13	94	0	20	161	0	1	1
485	2	6	91	0	20	161	0	1	1
486	1	2	50	0	20	161	0	1	0
486	1	11	58	0	20	161	0	1	0
486	2	14	1	0	20	161	0	1	1
486	2	3	96	0	20	161	0	1	1
487	1	10	63	0	20	161	0	1	0
487	1	8	71	0	20	161	0	1	0
487	2	15	12	0	20	161	0	1	1
487	2	5	20	0	20	161	0	1	1
488	1	12	82	0	20	161	0	1	0
488	1	4	78	0	20	161	0	1	0
488	2	7	29	0	20	161	0	1	1
488	2	9	39	0	20	161	0	1	1
489	1	6	91	0	20	161	0	1	0
489	1	1	87	0	20	161	0	1	0
489	2	11	58	0	20	161	0	1	1
489	2	2	50	0	20	161	0	1	1
490	1	3	96	0	20	161	0	1	0
490	1	13	94	0	20	161	0	1	0
490	2	10	63	0	20	161	0	1	1
490	2	8	71	0	20	161	0	1	1
491	1	15	12	0	20	161	0	1	0
491	1	14	1	0	20	161	0	1	0
491	2	12	82	0	20	161	0	1	1
491	2	4	78	0	20	161	0	1	1
492	1	7	29	0	20	161	0	1	0
492	1	5	20	0	20	161	0	1	0
492	2	1	87	0	20	161	0	1	1
492	2	6	91	0	20	161	0	1	1
493	1	2	50	0	20	161	0	1	0
493	1	9	39	0	20	161	0	1	0
493	2	3	96	0	20	161	0	1	1
493	2	13	94	0	20	161	0	1	1
494	1	10	63	0	20	161	0	1	0
494	1	11	58	0	20	161	0	1	0
494	2	14	1	0	20	161	0	1	1
494	2	15	12	0	20	161	0	1	1
495	1	8	71	0	20	161	0	1	0
495	1	4	78	0	20	161	0	1	0
495	2	7	29	0	20	161	0	1	1
495	2	5	20	0	20	161	0	1	1
496	1	1	87	0	20	161	0	1	0
496	1	12	82	0	20	161	0	1	0
496	2	9	39	0	20	161	0	1	1
496	2	2	50	0	20	161	0	1	1
497	1	6	91	0	20	161	0	1	0
497	1	13	94	0	20	161	0	1	0
497	2	11	58	0	20	161	0	1	1
497	2	10	63	0	20	161	0	1	1
498	1	3	96	0	20	161	0	1	0
498	1	14	1	0	20	161	0	1	0
498	2	4	78	0	20	161	0	1	1
498	2	8	71	0	20	161	0	1	1
499	1	5	20	0	20	161	0	1	0
499	1	15	12	0	20	161	0	1	0
499	2	1	87	0	20	161	0	1	1
499	2	12	82	0	20	161	0	1	1
500	1	7	29	0	20	161	0	1	0
500	1	9	39	0	20	161	0	1	0
500	2	13	94	0	20	161	0	1	1
500	2	6	91	0	20	161	0	1	1
501	1	2	50	0	20	161	0	1	0
501	1	11	58	0	20	161	0	1	0
501	2	14	1	0	20	161	0	1	1
501	2	3	96	0	20	161	0	1	1
502	1	10	63	0	20	161	0	1	0
502	1	8	71	0	20	161	0	1	0
502	2	15	12	0	20	161	0	1	1
502	2	5	20	0	20	161	0	1	1
503	1	12	82	0	20	161	0	1	0
503	1	4	78	0	20	161	0	1	0
503	2	7	29	0	20	161	0	1	1
503	2	9	39	0	20	161	0	1	1
504	1	6	91	0	20	161	0	1	0
504	1	1	87	0	20	161	0	1	0
504	2	11	58	0	20	161	0	1	1
504	2	2	50	0	20	161	0	1	1
505	1	3	96	0	20	161	0	1	0
505	1	13	94	0	20	161	0	1	0
505	2	10	63	0	20	161	0	1	1
505	2	8	71	0	20	161	0	1	1
506	1	15	12	0	20	161	0	1	0
506	1	14	1	0	20	161	0	1	0
506	2	12	82	0	20	161	0	1	1
506	2	4	78	0	20	161	0	1	1
507	1	7	29	0	20	161	0	1	0
507	1	5	20	0	20	161	0	1	0
507	2	1	87	0	20	161	0	1	1
507	2	6	91	0	20	161	0	1	1
508	1	2	50	0	20	161	0	1	0
508	1	9	39	0	20	161	0	1	0
508	2	3	96	0	20	161	0	1	1
508	2	13	94	0	20	161	0	1	1
509	1	10	63	0	20	161	0	1	0
509	1	11	58	0	20	161	0	1	0
509	2	14	1	0	20	161	0	1	1
509	2	15	12	0	20	161	0	1	1
510	1	8	71	0	20	161	0	1	0
510	1	4	78	0	20	161	0	1	0
510	2	7	29	0	20	161	0	1	1
510	2	5	20	0	20	161	0	1	1
511	1	1	87	0	20	161	0	1	0
511	1	12	82	0	20	161	0	1	0
511	2	9	39	0	20	161	0	1	1
511	2	2	50	0	20	161	0	1	1
512	1	6	91	0	20	161	0	1	0
512	1	13	94	0	20	161	0	1	0
512	2	11	58	0	20	161	0	1	1
512	2	10	63	0	20	161	0	1	1
513	1	3	96	0	20	161	0	1	0
513	1	14	1	0	20	161	0	1	0
513	2	4	78	0	20	161	0	1	1
513	2	8	71	0	20	161	0	1	1
514	1	5	20	0	20	161	0	1	0
514	1	15	12	0	20	161	0	1	0
514	2	1	87	0	20	161	0	1	1
514	2	12	82	0	20	161	0	1	1
515	1	7	29	0	20	161	0	1	0
515	1	9	39	0	20	161	0	1	0
515	2	13	94	0	20	161	0	1	1
515	2	6	91	0	20	161	0	1	1
516	1	2	50	0	20	161	0	1	0
516	1	11	58	0	20	161	0	1	0
516	2	14	1	0	20	161	0	1	1
516	2	3	96	0	20	161	0	1	1
517	1	10	63	0	20	161	0	1	0
517	1	8	71	0	20	161	0	1	0
517	2	15	12	0	20	161	0	1	1
517	2	5	20	0	20	161	0	1	1
518	1	12	82	0	20	161	0	1	0
518	1	4	78	0	20	161	0	1	0
518	2	7	29	0	20	161	0	1	1
518	2	9	39	0	20	161	0	1	1
519	1	6	91	0	20	161	0	1	0
519	1	1	87	0	20	161	0	1	0
519	2	11	58	0	20	161	0	1	1
519	2	2	50	0	20	161	0	1	1
520	1	3	96	0	20	161	0	1	0
520	1	13	94	0	20	161	0	1	0
520	2	10	63	0	20	161	0	1	1
520	2	8	71	0	20	161	0	1	1
521	1	15	12	0	20	161	0	1	0
521	1	14	1	0	20	161	0	1	0
521	2	12	82	0	20	161	0	1	1
521	2	4	78	0	20	161	0	1	1
522	1	7	29	0	20	161	0	1	0
522	1	5	20	0	20	161	0	1	0
522	2	1	87	0	20	161	0	1	1
522	2	6	91	0	20	161	0	1	1
523	1	2	50	0	20	161	0	1	0
523	1	9	39	0	20	161	0	1	0
523	2	3	96	0	20	161	0	1	1
523	2	13	94	0	20	161	0	1	1
524	1	10	63	0	20	161	0	1	0
524	1	11	58	0	20	161	0	1	0
524	2	14	1	0	20	161	0	1	1
524	2	15	12	0	20	161	0	1	1
525	1	8	71	0	20	161	0	1	0
525	1	4	78	0	20	161	0	1	0
525	2	7	29	0	20	161	0	1	1
525	2	5	20	0	20	161	0	1	1
526	1	1	87	0	20	161	0	1	0
526	1	12	82	0	20	161	0	1	0
526	2	9	39	0	20	161	0	1	1
526	2	2	50	0	20	161	0	1	1
527	1	6	91	0	20	161	0	1	0
527	1	13	94	0	20	161	0	1	0
527	2	11	58	0	20	161	0	1	1
527	2	10	63	0	20	161	0	1	1
528	1	3	96	0	20	161	0	1	0
528	1	14	1	0	20	161	0	1	0
528	2	4	78	0	20	161	0	1	1
528	2	8	71	0	20	161	0	1	1
529	1	5	20	0	20	161	0	1	0
529	1	15	12	0	20	161	0	1	0
529	2	1	87	0	20	161	0	1	1
529	2	12	82	0	20	161	0	1	1
530	1	7	29	0	20	161	0	1	0
530	1	9	39	0	20	161	0	1	0
530	2	13	94	0	20	161	0	1	1
530	2	6	91	0	20	161	0	1	1
531	1	2	50	0	20	161	0	1	0
531	1	11	58	0	20	161	0	1	0
531	2	14	1	0	20	161	0	1	1
531	2	3	96	0	20	161	0	1	1
532	1	10	63	0	20	161	0	1	0
532	1	8	71	0	20	161	0	1	0
532	2	15	12	0	20	161	0	1	1
532	2	5	20	0	20	161	0	1	1
533	1	12	82	0	20	161	0	1	0
533	1	4	78	0	20	161	0	1	0
533	2	7	29	0	20	161	0	1	1
533	2	9	39	0	20	161	0	1	1
534	1	6	91	0	20	161	0	1	0
534	1	1	87	0	20	161	0	1	0
534	2	11	58	0	20	161	0	1	1
534	2	2	50	0	20	161	0	1	1
535	1	3	96	0	20	161	0	1	0
535	1	13	94	0	20	161	0	1	0
535	2	10	63	0	20	161	0	1	1
535	2	8	71	0	20	161	0	1	1
536	1	15	12	0	20	161	0	1	0
536	1	14	1	0	20	161	0	1	0
536	2	12	82	0	20	161	0	1	1
536	2	4	78	0	20	161	0	1	1
537	1	7	29	0	20	161	0	1	0
537	1	5	20	0	20	161	0	1	0
537	2	1	87	0	20	161	0	1	1
537	2	6	91	0	20	161	0	1	1
538	1	2	50	0	20	161	0	1	0
538	1	9	39	0	20	161	0	1	0
538	2	3	96	0	20	161	0	1	1
538	2	13	94	0	20	161	0	1	1
539	1	10	63	0	20	161	0	1	0
539	1	11	58	0	20	161	0	1	0
539	2	14	1	0	20	161	0	1	1
539	2	15	12	0	20	161	0	1	1
540	1	8	71	0	20	161	0	1	0
540	1	4	78	0	20	161	0	1	0
540	2	7	29	0	20	161	0	1	1
540	2	5	20	0	20	161	0	1	1
541	1	1	87	0	20	161	0	1	0
541	1	12	82	0	20	161	0	1	0
541	2	9	39	0	20	161	0	1	1
541	2	2	50	0	20	161	0	1	1
542	1	6	91	0	20	161	0	1	0
542	1	13	94	0	20	161	0	1	0
542	2	11	58	0	20	161	0	1	1
542	2	10	63	0	20	161	0	1	1
543	1	3	96	0	20	161	0	1	0
543	1	14	1	0	20	161	0	1	0
543	2	4	78	0	20	161	0	1	1
543	2	8	71	0	20	161	0	1	1
544	1	5	20	0	20	161	0	1	0
544	1	15	12	0	20	161	0	1	0
544	2	1	87	0	20	161	0	1	1
544	2	12	82	0	20	161	0	1	1
545	1	7	29	0	20	161	0	1	0
545	1	9	39	0	20	161	0	1	0
545	2	13	94	0	20	161	0	1	1
545	2	6	91	0	20	161	0	1	1
546	1	2	50	0	20	161	0	1	0
546	1	11	58	0	20	161	0	1	0
546	2	14	1	0	20	161	0	1	1
546	2	3	96	0	20	161	0	1	1
547	1	10	63	0	20	161	0	1	0
547	1	8	71	0	20	161	0	1	0
547	2	15	12	0	20	161	0	1	1
547	2	5	20	0	20	161	0	1	1
548	1	12	82	0	20	161	0	1	0
548	1	4	78	0	20	161	0	1	0
548	2	7	29	0	20	161	0	1	1
548	2	9	39	0	20	161	0	1	1
549	1	6	91	0	20	161	0	1	0
549	1	1	87	0	20	161	0	1	0
549	2	11	58	0	20	161	0	1	1
549	2	2	50	0	20	161	0	1	1
550	1	3	96	0	20	161	0	1	0
550	1	13	94	0	20	161	0	1	0
550	2	10	63	0	20	161	0	1	1
550	2	8	71	0	20	161	0	1	1
551	1	15	12	0	20	161	0	1	0
551	1	14	1	0	20	161	0	1	0
551	2	12	82	0	20	161	0	1	1
551	2	4	78	0	20	161	0	1	1
552	1	7	29	0	20	161	0	1	0
552	1	5	20	0	20	161	0	1	0
552	2	1	87	0	20	161	0	1	1
552	2	6	91	0	20	161	0	1	1
553	1	2	50	0	20	161	0	1	0
553	1	9	39	0	20	161	0	1	0
553	2	3	96	0	20	161	0	1	1
553	2	13	94	0	20	161	0	1	1
554	1	10	63	0	20	161	0	1	0
554	1	11	58	0	20	161	0	1	0
554	2	14	1	0	20	161	0	1	1
554	2	15	12	0	20	161	0	1	1
555	1	8	71	0	20	161	0	1	0
555	1	4	78	0	20	161	0	1	0
555	2	7	29	0	20	161	0	1	1
555	2	5	20	0	20	161	0	1	1
556	1	1	87	0	20	161	0	1	0
556	1	12	82	0	20	161	0	1	0
556	2	9	39	0	20	161	0	1	1
556	2	2	50	0	20	161	0	1	1
557	1	6	91	0	20	161	0	1	0
557	1	13	94	0	20	161	0	1	0
557	2	11	58	0	20	161	0	1	1
557	2	10	63	0	20	161	0	1	1
558	1	3	96	0	20	161	0	1	0
558	1	14	1	0	20	161	0	1	0
558	2	4	78	0	20	161	0	1	1
558	2	8	71	0	20	161	0	1	1
559	1	5	20	0	20	161	0	1	0
559	1	15	12	0	20	161	0	1	0
559	2	1	87	0	20	161	0	1	1
559	2	12	82	0	20	161	0	1	1
560	1	7	29	0	20	161	0	1	0
560	1	9	39	0	20	161	0	1	0
560	2	13	94	0	20	161	0	1	1
560	2	6	91	0	20	161	0	1	1
561	1	2	50	0	20	161	0	1	0
561	1	11	58	0	20	161	0	1	0
561	2	14	1	0	20	161	0	1	1
561	2	3	96	0	20	161	0	1	1
562	1	10	63	0	20	161	0	1	0
562	1	8	71	0	20	161	0	1	0
562	2	15	12	0	20	161	0	1	1
562	2	5	20	0	20	161	0	1	1
563	1	12	82	0	20	161	0	1	0
563	1	4	78	0	20	161	0	1	0
563	2	7	29	0	20	161	0	1	1
563	2	9	39	0	20	161	0	1	1
564	1	6	91	0	20	161	0	1	0
564	1	1	87	0	20	161	0	1	0
564	2	11	58	0	20	161	0	1	1
564	2	2	50	0	20	161	0	1	1
565	1	3	96	0	20	161	0	1	0
565	1	13	94	0	20	161	0	1	0
565	2	10	63	0	20	161	0	1	1
565	2	8	71	0	20	161	0	1	1
566	1	15	12	0	20	161	0	1	0
566	1	14	1	0	20	161	0	1	0
566	2	12	82	0	20	161	0	1	1
566	2	4	78	0	20	161	0	1	1
567	1	7	29	0	20	161	0	1	0
567	1	5	20	0	20	161	0	1	0
567	2	1	87	0	20	161	0	1	1
567	2	6	91	0	20	161	0	1	1
