% time	cellId	IMSI	RNTI	rsrp	sinr	ComponentCarrierId
0.000214285	1	3	0	4.89233e-14	103.139	0
0.000214285	1	7	0	4.89233e-14	103.139	0
0.000214285	1	10	0	4.89233e-14	103.139	0
0.000214285	1	6	0	4.89233e-14	103.139	0
0.000214285	1	2	0	4.89233e-14	103.139	0
0.000214285	1	1	0	4.89233e-14	103.139	0
0.000214285	1	5	0	4.89233e-14	103.139	0
0.000214285	1	15	0	4.89233e-14	103.139	0
0.000214285	1	8	0	4.89233e-14	103.139	0
0.000214285	1	13	0	4.89233e-14	103.139	0
0.000214285	1	12	0	4.89233e-14	103.139	0
0.000214285	1	11	0	4.89233e-14	103.139	0
0.000214285	1	9	0	4.89233e-14	103.139	0
0.000214285	1	4	0	4.89233e-14	103.139	0
0.000214285	1	14	0	4.89233e-14	103.139	0
0.00121429	1	3	0	4.89233e-14	103.139	0
0.00121429	1	7	0	4.89233e-14	103.139	0
0.00121429	1	10	0	4.89233e-14	103.139	0
0.00121429	1	6	0	4.89233e-14	103.139	0
0.00121429	1	2	0	4.89233e-14	103.139	0
0.00121429	1	1	0	4.89233e-14	103.139	0
0.00121429	1	5	0	4.89233e-14	103.139	0
0.00121429	1	15	0	4.89233e-14	103.139	0
0.00121429	1	8	0	4.89233e-14	103.139	0
0.00121429	1	13	0	4.89233e-14	103.139	0
0.00121429	1	12	0	4.89233e-14	103.139	0
0.00121429	1	11	0	4.89233e-14	103.139	0
0.00121429	1	9	0	4.89233e-14	103.139	0
0.00121429	1	4	0	4.89233e-14	103.139	0
0.00121429	1	14	0	4.89233e-14	103.139	0
0.00221428	1	3	0	4.89233e-14	103.139	0
0.00221428	1	7	0	4.89233e-14	103.139	0
0.00221428	1	10	0	4.89233e-14	103.139	0
0.00221428	1	6	0	4.89233e-14	103.139	0
0.00221428	1	2	0	4.89233e-14	103.139	0
0.00221428	1	1	0	4.89233e-14	103.139	0
0.00221428	1	5	0	4.89233e-14	103.139	0
0.00221428	1	15	0	4.89233e-14	103.139	0
0.00221428	1	8	0	4.89233e-14	103.139	0
0.00221428	1	13	0	4.89233e-14	103.139	0
0.00221428	1	12	0	4.89233e-14	103.139	0
0.00221428	1	11	0	4.89233e-14	103.139	0
0.00221428	1	9	0	4.89233e-14	103.139	0
0.00221428	1	4	0	4.89233e-14	103.139	0
0.00221428	1	14	0	4.89233e-14	103.139	0
0.00321428	1	3	0	4.89233e-14	103.139	0
0.00321428	1	7	0	4.89233e-14	103.139	0
0.00321428	1	10	0	4.89233e-14	103.139	0
0.00321428	1	6	0	4.89233e-14	103.139	0
0.00321428	1	2	0	4.89233e-14	103.139	0
0.00321428	1	1	0	4.89233e-14	103.139	0
0.00321428	1	5	0	4.89233e-14	103.139	0
0.00321428	1	15	0	4.89233e-14	103.139	0
0.00321428	1	8	0	4.89233e-14	103.139	0
0.00321428	1	13	0	4.89233e-14	103.139	0
0.00321428	1	12	0	4.89233e-14	103.139	0
0.00321428	1	11	0	4.89233e-14	103.139	0
0.00321428	1	9	0	4.89233e-14	103.139	0
0.00321428	1	4	0	4.89233e-14	103.139	0
0.00321428	1	14	0	4.89233e-14	103.139	0
0.00421428	1	3	0	4.89233e-14	103.139	0
0.00421428	1	7	0	4.89233e-14	103.139	0
0.00421428	1	10	0	4.89233e-14	103.139	0
0.00421428	1	6	0	4.89233e-14	103.139	0
0.00421428	1	2	0	4.89233e-14	103.139	0
0.00421428	1	1	0	4.89233e-14	103.139	0
0.00421428	1	5	0	4.89233e-14	103.139	0
0.00421428	1	15	0	4.89233e-14	103.139	0
0.00421428	1	8	0	4.89233e-14	103.139	0
0.00421428	1	13	0	4.89233e-14	103.139	0
0.00421428	1	12	0	4.89233e-14	103.139	0
0.00421428	1	11	0	4.89233e-14	103.139	0
0.00421428	1	9	0	4.89233e-14	103.139	0
0.00421428	1	4	0	4.89233e-14	103.139	0
0.00421428	1	14	0	4.89233e-14	103.139	0
0.00521428	1	3	0	4.89233e-14	103.139	0
0.00521428	1	7	0	4.89233e-14	103.139	0
0.00521428	1	10	0	4.89233e-14	103.139	0
0.00521428	1	6	0	4.89233e-14	103.139	0
0.00521428	1	2	0	4.89233e-14	103.139	0
0.00521428	1	1	0	4.89233e-14	103.139	0
0.00521428	1	5	0	4.89233e-14	103.139	0
0.00521428	1	15	0	4.89233e-14	103.139	0
0.00521428	1	8	0	4.89233e-14	103.139	0
0.00521428	1	13	0	4.89233e-14	103.139	0
0.00521428	1	12	0	4.89233e-14	103.139	0
0.00521428	1	11	0	4.89233e-14	103.139	0
0.00521428	1	9	0	4.89233e-14	103.139	0
0.00521428	1	4	0	4.89233e-14	103.139	0
0.00521428	1	14	0	4.89233e-14	103.139	0
0.00621428	1	3	0	4.89233e-14	103.139	0
0.00621428	1	7	0	4.89233e-14	103.139	0
0.00621428	1	10	0	4.89233e-14	103.139	0
0.00621428	1	6	0	4.89233e-14	103.139	0
0.00621428	1	2	0	4.89233e-14	103.139	0
0.00621428	1	1	0	4.89233e-14	103.139	0
0.00621428	1	5	0	4.89233e-14	103.139	0
0.00621428	1	15	0	4.89233e-14	103.139	0
0.00621428	1	8	0	4.89233e-14	103.139	0
0.00621428	1	13	0	4.89233e-14	103.139	0
0.00621428	1	12	0	4.89233e-14	103.139	0
0.00621428	1	11	0	4.89233e-14	103.139	0
0.00621428	1	9	0	4.89233e-14	103.139	0
0.00621428	1	4	0	4.89233e-14	103.139	0
0.00621428	1	14	0	4.89233e-14	103.139	0
0.00721428	1	3	0	4.89233e-14	103.139	0
0.00721428	1	7	0	4.89233e-14	103.139	0
0.00721428	1	10	0	4.89233e-14	103.139	0
0.00721428	1	6	0	4.89233e-14	103.139	0
0.00721428	1	2	0	4.89233e-14	103.139	0
0.00721428	1	1	0	4.89233e-14	103.139	0
0.00721428	1	5	0	4.89233e-14	103.139	0
0.00721428	1	15	0	4.89233e-14	103.139	0
0.00721428	1	8	0	4.89233e-14	103.139	0
0.00721428	1	13	0	4.89233e-14	103.139	0
0.00721428	1	12	0	4.89233e-14	103.139	0
0.00721428	1	11	0	4.89233e-14	103.139	0
0.00721428	1	9	0	4.89233e-14	103.139	0
0.00721428	1	4	0	4.89233e-14	103.139	0
0.00721428	1	14	0	4.89233e-14	103.139	0
0.00821428	1	3	0	4.89233e-14	103.139	0
0.00821428	1	7	0	4.89233e-14	103.139	0
0.00821428	1	10	0	4.89233e-14	103.139	0
0.00821428	1	6	0	4.89233e-14	103.139	0
0.00821428	1	2	0	4.89233e-14	103.139	0
0.00821428	1	1	0	4.89233e-14	103.139	0
0.00821428	1	5	0	4.89233e-14	103.139	0
0.00821428	1	15	0	4.89233e-14	103.139	0
0.00821428	1	8	0	4.89233e-14	103.139	0
0.00821428	1	13	0	4.89233e-14	103.139	0
0.00821428	1	12	0	4.89233e-14	103.139	0
0.00821428	1	11	0	4.89233e-14	103.139	0
0.00821428	1	9	0	4.89233e-14	103.139	0
0.00821428	1	4	0	4.89233e-14	103.139	0
0.00821428	1	14	0	4.89233e-14	103.139	0
0.00921428	1	3	0	4.89233e-14	103.139	0
0.00921428	1	7	0	4.89233e-14	103.139	0
0.00921428	1	10	0	4.89233e-14	103.139	0
0.00921428	1	6	0	4.89233e-14	103.139	0
0.00921428	1	2	0	4.89233e-14	103.139	0
0.00921428	1	1	0	4.89233e-14	103.139	0
0.00921428	1	5	0	4.89233e-14	103.139	0
0.00921428	1	15	0	4.89233e-14	103.139	0
0.00921428	1	8	0	4.89233e-14	103.139	0
0.00921428	1	13	0	4.89233e-14	103.139	0
0.00921428	1	12	0	4.89233e-14	103.139	0
0.00921428	1	11	0	4.89233e-14	103.139	0
0.00921428	1	9	0	4.89233e-14	103.139	0
0.00921428	1	4	0	4.89233e-14	103.139	0
0.00921428	1	14	0	4.89233e-14	103.139	0
0.0102143	1	3	0	4.89233e-14	103.139	0
0.0102143	1	7	0	4.89233e-14	103.139	0
0.0102143	1	10	0	4.89233e-14	103.139	0
0.0102143	1	6	0	4.89233e-14	103.139	0
0.0102143	1	2	0	4.89233e-14	103.139	0
0.0102143	1	1	0	4.89233e-14	103.139	0
0.0102143	1	5	0	4.89233e-14	103.139	0
0.0102143	1	15	0	4.89233e-14	103.139	0
0.0102143	1	8	0	4.89233e-14	103.139	0
0.0102143	1	13	0	4.89233e-14	103.139	0
0.0102143	1	12	0	4.89233e-14	103.139	0
0.0102143	1	11	0	4.89233e-14	103.139	0
0.0102143	1	9	0	4.89233e-14	103.139	0
0.0102143	1	4	0	4.89233e-14	103.139	0
0.0102143	1	14	0	4.89233e-14	103.139	0
0.0112143	1	3	0	4.89233e-14	103.139	0
0.0112143	1	7	0	4.89233e-14	103.139	0
0.0112143	1	10	0	4.89233e-14	103.139	0
0.0112143	1	6	0	4.89233e-14	103.139	0
0.0112143	1	2	0	4.89233e-14	103.139	0
0.0112143	1	1	0	4.89233e-14	103.139	0
0.0112143	1	5	0	4.89233e-14	103.139	0
0.0112143	1	15	0	4.89233e-14	103.139	0
0.0112143	1	8	0	4.89233e-14	103.139	0
0.0112143	1	13	0	4.89233e-14	103.139	0
0.0112143	1	12	0	4.89233e-14	103.139	0
0.0112143	1	11	0	4.89233e-14	103.139	0
0.0112143	1	9	0	4.89233e-14	103.139	0
0.0112143	1	4	0	4.89233e-14	103.139	0
0.0112143	1	14	0	4.89233e-14	103.139	0
0.0122143	1	3	0	4.89233e-14	103.139	0
0.0122143	1	7	0	4.89233e-14	103.139	0
0.0122143	1	10	0	4.89233e-14	103.139	0
0.0122143	1	6	0	4.89233e-14	103.139	0
0.0122143	1	2	0	4.89233e-14	103.139	0
0.0122143	1	1	0	4.89233e-14	103.139	0
0.0122143	1	5	0	4.89233e-14	103.139	0
0.0122143	1	15	0	4.89233e-14	103.139	0
0.0122143	1	8	0	4.89233e-14	103.139	0
0.0122143	1	13	0	4.89233e-14	103.139	0
0.0122143	1	12	0	4.89233e-14	103.139	0
0.0122143	1	11	0	4.89233e-14	103.139	0
0.0122143	1	9	0	4.89233e-14	103.139	0
0.0122143	1	4	0	4.89233e-14	103.139	0
0.0122143	1	14	0	4.89233e-14	103.139	0
0.0132143	1	3	0	4.89233e-14	103.139	0
0.0132143	1	7	0	4.89233e-14	103.139	0
0.0132143	1	10	0	4.89233e-14	103.139	0
0.0132143	1	6	0	4.89233e-14	103.139	0
0.0132143	1	2	0	4.89233e-14	103.139	0
0.0132143	1	1	0	4.89233e-14	103.139	0
0.0132143	1	5	0	4.89233e-14	103.139	0
0.0132143	1	15	0	4.89233e-14	103.139	0
0.0132143	1	8	0	4.89233e-14	103.139	0
0.0132143	1	13	0	4.89233e-14	103.139	0
0.0132143	1	12	0	4.89233e-14	103.139	0
0.0132143	1	11	0	4.89233e-14	103.139	0
0.0132143	1	9	0	4.89233e-14	103.139	0
0.0132143	1	4	0	4.89233e-14	103.139	0
0.0132143	1	14	0	4.89233e-14	103.139	0
0.0142143	1	3	0	4.89233e-14	103.139	0
0.0142143	1	7	0	4.89233e-14	103.139	0
0.0142143	1	10	0	4.89233e-14	103.139	0
0.0142143	1	6	0	4.89233e-14	103.139	0
0.0142143	1	2	0	4.89233e-14	103.139	0
0.0142143	1	1	0	4.89233e-14	103.139	0
0.0142143	1	5	0	4.89233e-14	103.139	0
0.0142143	1	15	0	4.89233e-14	103.139	0
0.0142143	1	8	0	4.89233e-14	103.139	0
0.0142143	1	13	0	4.89233e-14	103.139	0
0.0142143	1	12	0	4.89233e-14	103.139	0
0.0142143	1	11	0	4.89233e-14	103.139	0
0.0142143	1	9	0	4.89233e-14	103.139	0
0.0142143	1	4	0	4.89233e-14	103.139	0
0.0142143	1	14	0	4.89233e-14	103.139	0
0.0152143	1	3	0	4.89233e-14	103.139	0
0.0152143	1	7	0	4.89233e-14	103.139	0
0.0152143	1	10	0	4.89233e-14	103.139	0
0.0152143	1	6	0	4.89233e-14	103.139	0
0.0152143	1	2	0	4.89233e-14	103.139	0
0.0152143	1	1	0	4.89233e-14	103.139	0
0.0152143	1	5	0	4.89233e-14	103.139	0
0.0152143	1	15	0	4.89233e-14	103.139	0
0.0152143	1	8	0	4.89233e-14	103.139	0
0.0152143	1	13	0	4.89233e-14	103.139	0
0.0152143	1	12	0	4.89233e-14	103.139	0
0.0152143	1	11	0	4.89233e-14	103.139	0
0.0152143	1	9	0	4.89233e-14	103.139	0
0.0152143	1	4	0	4.89233e-14	103.139	0
0.0152143	1	14	0	4.89233e-14	103.139	0
0.0162143	1	3	0	4.89233e-14	103.139	0
0.0162143	1	7	0	4.89233e-14	103.139	0
0.0162143	1	10	0	4.89233e-14	103.139	0
0.0162143	1	6	0	4.89233e-14	103.139	0
0.0162143	1	2	0	4.89233e-14	103.139	0
0.0162143	1	1	0	4.89233e-14	103.139	0
0.0162143	1	5	0	4.89233e-14	103.139	0
0.0162143	1	15	0	4.89233e-14	103.139	0
0.0162143	1	8	0	4.89233e-14	103.139	0
0.0162143	1	13	0	4.89233e-14	103.139	0
0.0162143	1	12	0	4.89233e-14	103.139	0
0.0162143	1	11	0	4.89233e-14	103.139	0
0.0162143	1	9	0	4.89233e-14	103.139	0
0.0162143	1	4	0	4.89233e-14	103.139	0
0.0162143	1	14	0	4.89233e-14	103.139	0
0.0172143	1	3	0	4.89233e-14	103.139	0
0.0172143	1	7	0	4.89233e-14	103.139	0
0.0172143	1	10	0	4.89233e-14	103.139	0
0.0172143	1	6	0	4.89233e-14	103.139	0
0.0172143	1	2	0	4.89233e-14	103.139	0
0.0172143	1	1	0	4.89233e-14	103.139	0
0.0172143	1	5	0	4.89233e-14	103.139	0
0.0172143	1	15	0	4.89233e-14	103.139	0
0.0172143	1	8	0	4.89233e-14	103.139	0
0.0172143	1	13	0	4.89233e-14	103.139	0
0.0172143	1	12	0	4.89233e-14	103.139	0
0.0172143	1	11	0	4.89233e-14	103.139	0
0.0172143	1	9	0	4.89233e-14	103.139	0
0.0172143	1	4	0	4.89233e-14	103.139	0
0.0172143	1	14	0	4.89233e-14	103.139	0
0.0182143	1	3	0	4.89233e-14	103.139	0
0.0182143	1	7	0	4.89233e-14	103.139	0
0.0182143	1	10	0	4.89233e-14	103.139	0
0.0182143	1	6	0	4.89233e-14	103.139	0
0.0182143	1	2	0	4.89233e-14	103.139	0
0.0182143	1	1	0	4.89233e-14	103.139	0
0.0182143	1	5	0	4.89233e-14	103.139	0
0.0182143	1	15	0	4.89233e-14	103.139	0
0.0182143	1	8	0	4.89233e-14	103.139	0
0.0182143	1	13	0	4.89233e-14	103.139	0
0.0182143	1	12	0	4.89233e-14	103.139	0
0.0182143	1	11	0	4.89233e-14	103.139	0
0.0182143	1	9	0	4.89233e-14	103.139	0
0.0182143	1	4	0	4.89233e-14	103.139	0
0.0182143	1	14	0	4.89233e-14	103.139	0
0.0192143	1	3	0	4.89233e-14	103.139	0
0.0192143	1	7	0	4.89233e-14	103.139	0
0.0192143	1	10	0	4.89233e-14	103.139	0
0.0192143	1	6	0	4.89233e-14	103.139	0
0.0192143	1	2	0	4.89233e-14	103.139	0
0.0192143	1	1	0	4.89233e-14	103.139	0
0.0192143	1	5	0	4.89233e-14	103.139	0
0.0192143	1	15	0	4.89233e-14	103.139	0
0.0192143	1	8	0	4.89233e-14	103.139	0
0.0192143	1	13	0	4.89233e-14	103.139	0
0.0192143	1	12	0	4.89233e-14	103.139	0
0.0192143	1	11	0	4.89233e-14	103.139	0
0.0192143	1	9	0	4.89233e-14	103.139	0
0.0192143	1	4	0	4.89233e-14	103.139	0
0.0192143	1	14	0	4.89233e-14	103.139	0
0.0202143	1	3	0	4.89233e-14	103.139	0
0.0202143	1	7	0	4.89233e-14	103.139	0
0.0202143	1	10	0	4.89233e-14	103.139	0
0.0202143	1	6	0	4.89233e-14	103.139	0
0.0202143	1	2	0	4.89233e-14	103.139	0
0.0202143	1	1	0	4.89233e-14	103.139	0
0.0202143	1	5	0	4.89233e-14	103.139	0
0.0202143	1	15	0	4.89233e-14	103.139	0
0.0202143	1	8	0	4.89233e-14	103.139	0
0.0202143	1	13	0	4.89233e-14	103.139	0
0.0202143	1	12	0	4.89233e-14	103.139	0
0.0202143	1	11	0	4.89233e-14	103.139	0
0.0202143	1	9	0	4.89233e-14	103.139	0
0.0202143	1	4	0	4.89233e-14	103.139	0
0.0202143	1	14	0	4.89233e-14	103.139	0
0.0212143	1	3	0	4.89233e-14	103.139	0
0.0212143	1	7	0	4.89233e-14	103.139	0
0.0212143	1	10	0	4.89233e-14	103.139	0
0.0212143	1	6	0	4.89233e-14	103.139	0
0.0212143	1	2	0	4.89233e-14	103.139	0
0.0212143	1	1	0	4.89233e-14	103.139	0
0.0212143	1	5	0	4.89233e-14	103.139	0
0.0212143	1	15	0	4.89233e-14	103.139	0
0.0212143	1	8	0	4.89233e-14	103.139	0
0.0212143	1	13	0	4.89233e-14	103.139	0
0.0212143	1	12	0	4.89233e-14	103.139	0
0.0212143	1	11	0	4.89233e-14	103.139	0
0.0212143	1	9	0	4.89233e-14	103.139	0
0.0212143	1	4	0	4.89233e-14	103.139	0
0.0212143	1	14	1	4.89233e-14	103.139	0
0.0212143	2	14	1	4.88542e-14	102.994	1
0.0222143	1	3	0	4.89233e-14	103.139	0
0.0222143	1	7	0	4.89233e-14	103.139	0
0.0222143	1	10	0	4.89233e-14	103.139	0
0.0222143	1	6	0	4.89233e-14	103.139	0
0.0222143	1	2	0	4.89233e-14	103.139	0
0.0222143	1	1	0	4.89233e-14	103.139	0
0.0222143	1	5	0	4.89233e-14	103.139	0
0.0222143	1	15	0	4.89233e-14	103.139	0
0.0222143	1	8	0	4.89233e-14	103.139	0
0.0222143	1	13	0	4.89233e-14	103.139	0
0.0222143	1	12	0	4.89233e-14	103.139	0
0.0222143	1	11	0	4.89233e-14	103.139	0
0.0222143	1	9	0	4.89233e-14	103.139	0
0.0222143	1	4	0	4.89233e-14	103.139	0
0.0222143	1	14	1	4.89233e-14	103.139	0
0.0222143	2	14	1	4.88542e-14	102.994	1
0.0232143	1	3	0	4.89233e-14	103.139	0
0.0232143	1	7	0	4.89233e-14	103.139	0
0.0232143	1	10	0	4.89233e-14	103.139	0
0.0232143	1	6	0	4.89233e-14	103.139	0
0.0232143	1	2	0	4.89233e-14	103.139	0
0.0232143	1	1	0	4.89233e-14	103.139	0
0.0232143	1	5	0	4.89233e-14	103.139	0
0.0232143	1	15	0	4.89233e-14	103.139	0
0.0232143	1	8	0	4.89233e-14	103.139	0
0.0232143	1	13	0	4.89233e-14	103.139	0
0.0232143	1	12	0	4.89233e-14	103.139	0
0.0232143	1	11	0	4.89233e-14	103.139	0
0.0232143	1	9	0	4.89233e-14	103.139	0
0.0232143	1	4	0	4.89233e-14	103.139	0
0.0232143	1	14	1	4.89233e-14	103.139	0
0.0232143	2	14	1	4.88542e-14	102.994	1
0.0242143	1	3	0	4.89233e-14	103.139	0
0.0242143	1	7	0	4.89233e-14	103.139	0
0.0242143	1	10	0	4.89233e-14	103.139	0
0.0242143	1	6	0	4.89233e-14	103.139	0
0.0242143	1	2	0	4.89233e-14	103.139	0
0.0242143	1	1	0	4.89233e-14	103.139	0
0.0242143	1	5	0	4.89233e-14	103.139	0
0.0242143	1	15	0	4.89233e-14	103.139	0
0.0242143	1	8	0	4.89233e-14	103.139	0
0.0242143	1	13	0	4.89233e-14	103.139	0
0.0242143	1	12	0	4.89233e-14	103.139	0
0.0242143	1	11	0	4.89233e-14	103.139	0
0.0242143	1	9	0	4.89233e-14	103.139	0
0.0242143	1	4	0	4.89233e-14	103.139	0
0.0242143	1	14	1	4.89233e-14	103.139	0
0.0242143	2	14	1	4.88542e-14	102.994	1
0.0252143	1	3	0	4.89233e-14	103.139	0
0.0252143	1	7	0	4.89233e-14	103.139	0
0.0252143	1	10	0	4.89233e-14	103.139	0
0.0252143	1	6	0	4.89233e-14	103.139	0
0.0252143	1	2	0	4.89233e-14	103.139	0
0.0252143	1	1	0	4.89233e-14	103.139	0
0.0252143	1	5	0	4.89233e-14	103.139	0
0.0252143	1	15	0	4.89233e-14	103.139	0
0.0252143	1	8	0	4.89233e-14	103.139	0
0.0252143	1	13	0	4.89233e-14	103.139	0
0.0252143	1	12	0	4.89233e-14	103.139	0
0.0252143	1	11	0	4.89233e-14	103.139	0
0.0252143	1	9	0	4.89233e-14	103.139	0
0.0252143	1	4	0	4.89233e-14	103.139	0
0.0252143	1	14	1	4.89233e-14	103.139	0
0.0252143	2	14	1	4.88542e-14	102.994	1
0.0262143	1	3	0	4.89233e-14	103.139	0
0.0262143	1	7	0	4.89233e-14	103.139	0
0.0262143	1	10	0	4.89233e-14	103.139	0
0.0262143	1	6	0	4.89233e-14	103.139	0
0.0262143	1	2	0	4.89233e-14	103.139	0
0.0262143	1	1	0	4.89233e-14	103.139	0
0.0262143	1	5	0	4.89233e-14	103.139	0
0.0262143	1	15	12	4.89233e-14	103.139	0
0.0262143	1	8	0	4.89233e-14	103.139	0
0.0262143	1	13	0	4.89233e-14	103.139	0
0.0262143	1	12	0	4.89233e-14	103.139	0
0.0262143	1	11	0	4.89233e-14	103.139	0
0.0262143	1	9	0	4.89233e-14	103.139	0
0.0262143	1	4	0	4.89233e-14	103.139	0
0.0262143	1	14	1	4.89233e-14	103.139	0
0.0262143	2	14	1	4.88542e-14	102.994	1
0.0262143	2	15	12	4.88542e-14	102.994	1
0.0272143	1	3	0	4.89233e-14	103.139	0
0.0272143	1	7	0	4.89233e-14	103.139	0
0.0272143	1	10	0	4.89233e-14	103.139	0
0.0272143	1	6	0	4.89233e-14	103.139	0
0.0272143	1	2	0	4.89233e-14	103.139	0
0.0272143	1	1	0	4.89233e-14	103.139	0
0.0272143	1	5	0	4.89233e-14	103.139	0
0.0272143	1	15	12	4.89233e-14	103.139	0
0.0272143	1	8	0	4.89233e-14	103.139	0
0.0272143	1	13	0	4.89233e-14	103.139	0
0.0272143	1	12	0	4.89233e-14	103.139	0
0.0272143	1	11	0	4.89233e-14	103.139	0
0.0272143	1	9	0	4.89233e-14	103.139	0
0.0272143	1	4	0	4.89233e-14	103.139	0
0.0272143	1	14	1	4.89233e-14	103.139	0
0.0272143	2	14	1	4.88542e-14	102.994	1
0.0272143	2	15	12	4.88542e-14	102.994	1
0.0282143	1	3	0	4.89233e-14	103.139	0
0.0282143	1	7	0	4.89233e-14	103.139	0
0.0282143	1	10	0	4.89233e-14	103.139	0
0.0282143	1	6	0	4.89233e-14	103.139	0
0.0282143	1	2	0	4.89233e-14	103.139	0
0.0282143	1	1	0	4.89233e-14	103.139	0
0.0282143	1	5	0	4.89233e-14	103.139	0
0.0282143	1	15	12	4.89233e-14	103.139	0
0.0282143	1	8	0	4.89233e-14	103.139	0
0.0282143	1	13	0	4.89233e-14	103.139	0
0.0282143	1	12	0	4.89233e-14	103.139	0
0.0282143	1	11	0	4.89233e-14	103.139	0
0.0282143	1	9	0	4.89233e-14	103.139	0
0.0282143	1	4	0	4.89233e-14	103.139	0
0.0282143	1	14	1	4.89233e-14	103.139	0
0.0282143	2	14	1	4.88542e-14	102.994	1
0.0282143	2	15	12	4.88542e-14	102.994	1
0.0292143	1	3	0	4.89233e-14	103.139	0
0.0292143	1	7	0	4.89233e-14	103.139	0
0.0292143	1	10	0	4.89233e-14	103.139	0
0.0292143	1	6	0	4.89233e-14	103.139	0
0.0292143	1	2	0	4.89233e-14	103.139	0
0.0292143	1	1	0	4.89233e-14	103.139	0
0.0292143	1	5	0	4.89233e-14	103.139	0
0.0292143	1	15	12	4.89233e-14	103.139	0
0.0292143	1	8	0	4.89233e-14	103.139	0
0.0292143	1	13	0	4.89233e-14	103.139	0
0.0292143	1	12	0	4.89233e-14	103.139	0
0.0292143	1	11	0	4.89233e-14	103.139	0
0.0292143	1	9	0	4.89233e-14	103.139	0
0.0292143	1	4	0	4.89233e-14	103.139	0
0.0292143	1	14	1	4.89233e-14	103.139	0
0.0292143	2	14	1	4.88542e-14	102.994	1
0.0292143	2	15	12	4.88542e-14	102.994	1
0.0302143	1	3	0	4.89233e-14	103.139	0
0.0302143	1	7	0	4.89233e-14	103.139	0
0.0302143	1	10	0	4.89233e-14	103.139	0
0.0302143	1	6	0	4.89233e-14	103.139	0
0.0302143	1	2	0	4.89233e-14	103.139	0
0.0302143	1	1	0	4.89233e-14	103.139	0
0.0302143	1	5	0	4.89233e-14	103.139	0
0.0302143	1	15	12	4.89233e-14	103.139	0
0.0302143	1	8	0	4.89233e-14	103.139	0
0.0302143	1	13	0	4.89233e-14	103.139	0
0.0302143	1	12	0	4.89233e-14	103.139	0
0.0302143	1	11	0	4.89233e-14	103.139	0
0.0302143	1	9	0	4.89233e-14	103.139	0
0.0302143	1	4	0	4.89233e-14	103.139	0
0.0302143	1	14	1	4.89233e-14	103.139	0
0.0302143	2	14	1	4.88542e-14	102.994	1
0.0302143	2	15	12	4.88542e-14	102.994	1
0.0312143	1	3	0	4.89233e-14	103.139	0
0.0312143	1	7	0	4.89233e-14	103.139	0
0.0312143	1	10	0	4.89233e-14	103.139	0
0.0312143	1	6	0	4.89233e-14	103.139	0
0.0312143	1	2	0	4.89233e-14	103.139	0
0.0312143	1	1	0	4.89233e-14	103.139	0
0.0312143	1	5	0	4.89233e-14	103.139	0
0.0312143	1	15	12	4.89233e-14	103.139	0
0.0312143	1	8	0	4.89233e-14	103.139	0
0.0312143	1	13	0	4.89233e-14	103.139	0
0.0312143	1	12	0	4.89233e-14	103.139	0
0.0312143	1	11	0	4.89233e-14	103.139	0
0.0312143	1	9	0	4.89233e-14	103.139	0
0.0312143	1	4	0	4.89233e-14	103.139	0
0.0312143	1	14	1	4.89233e-14	103.139	0
0.0312143	2	14	1	4.88542e-14	102.994	1
0.0312143	2	15	12	4.88542e-14	102.994	1
0.0322143	1	3	0	4.89233e-14	103.139	0
0.0322143	1	7	0	4.89233e-14	103.139	0
0.0322143	1	10	0	4.89233e-14	103.139	0
0.0322143	1	6	0	4.89233e-14	103.139	0
0.0322143	1	2	0	4.89233e-14	103.139	0
0.0322143	1	1	0	4.89233e-14	103.139	0
0.0322143	1	5	20	4.89233e-14	103.139	0
0.0322143	1	15	12	4.89233e-14	103.139	0
0.0322143	1	8	0	4.89233e-14	103.139	0
0.0322143	1	13	0	4.89233e-14	103.139	0
0.0322143	1	12	0	4.89233e-14	103.139	0
0.0322143	1	11	0	4.89233e-14	103.139	0
0.0322143	1	9	0	4.89233e-14	103.139	0
0.0322143	1	4	0	4.89233e-14	103.139	0
0.0322143	1	14	1	4.89233e-14	103.139	0
0.0322143	2	14	1	4.88542e-14	102.994	1
0.0322143	2	15	12	4.88542e-14	102.994	1
0.0322143	2	5	20	4.88542e-14	102.994	1
0.0332143	1	3	0	4.89233e-14	103.139	0
0.0332143	1	7	0	4.89233e-14	103.139	0
0.0332143	1	10	0	4.89233e-14	103.139	0
0.0332143	1	6	0	4.89233e-14	103.139	0
0.0332143	1	2	0	4.89233e-14	103.139	0
0.0332143	1	1	0	4.89233e-14	103.139	0
0.0332143	1	5	20	4.89233e-14	103.139	0
0.0332143	1	15	12	4.89233e-14	103.139	0
0.0332143	1	8	0	4.89233e-14	103.139	0
0.0332143	1	13	0	4.89233e-14	103.139	0
0.0332143	1	12	0	4.89233e-14	103.139	0
0.0332143	1	11	0	4.89233e-14	103.139	0
0.0332143	1	9	0	4.89233e-14	103.139	0
0.0332143	1	4	0	4.89233e-14	103.139	0
0.0332143	1	14	1	4.89233e-14	103.139	0
0.0332143	2	14	1	4.88542e-14	102.994	1
0.0332143	2	15	12	4.88542e-14	102.994	1
0.0332143	2	5	20	4.88542e-14	102.994	1
0.0342143	1	3	0	4.89233e-14	103.139	0
0.0342143	1	7	0	4.89233e-14	103.139	0
0.0342143	1	10	0	4.89233e-14	103.139	0
0.0342143	1	6	0	4.89233e-14	103.139	0
